loss,trainingAccuracy,validationAccuracy
0.9817701,0.9736477937687806,0.9605166854588254
1.0678287,0.9723479756444725,0.9589144066623148
1.1310459,0.9726939348410565,0.9577275334797144
1.0811988,0.9732425272813537,0.9598045615492651
1.1083285,0.9721601692234698,0.9536921646588729
0.9464726,0.9731239126996679,0.9587957193440547
0.9331332,0.9727581844061364,0.9576286273811643
1.0250834,0.9696494939111181,0.9570945344489942
1.0911807,0.971873517317729,0.9561252546832038
0.96453685,0.97283231851969,0.9584000949498546
1.1055151,0.9708455242764511,0.9527822285522125
0.9272373,0.9730893167800095,0.9582418451921746
0.9726761,0.9716807686224893,0.9569560659110241
0.9849319,0.9732968922979598,0.9584990010484047
1.0123382,0.9714336549106437,0.9517140426878722
0.95580614,0.9732524118298276,0.9579846893359445
0.8086768,0.9744286730982129,0.9598836864281052
0.93429345,0.969595128894512,0.9507052004826617
0.88958174,0.9742210975802625,0.9596660930112951
0.8739768,0.9722293610627867,0.9581627203133345
0.9210733,0.9713792898940377,0.9522679168397523
0.8496166,0.9718191523011229,0.9537317270982929
0.75418293,0.9728422030681638,0.9581825015330445
0.9164756,0.9686659813379724,0.9532174153858327
0.95208955,0.9701783172544678,0.9529602595296026
0.8583128,0.9721799383204175,0.9584000949498546
0.89161855,0.9713051557804839,0.951160168535992
0.78857225,0.9709493120354262,0.9506854192629518
0.80931765,0.9716708840740155,0.9566395663956639
0.9319293,0.9700349913015973,0.9519118548849722
0.9494485,0.9693084769887712,0.9471247997151504
0.8512347,0.9718784595919658,0.9554526932130635
0.6702444,0.9731436817966155,0.9597649991098451
0.76669085,0.9689872291633718,0.9490435780270211
0.761595,0.9721947651431283,0.9574308151840643
0.7904455,0.9731090858769571,0.9573121278658042
0.8265253,0.9711568875533766,0.9525448539156924
0.79748356,0.9704353155147872,0.9511008248768619
0.6485438,0.9723628024671833,0.9564417541985639
0.7394485,0.971581923137751,0.956876941032184
0.79728997,0.9706132373873162,0.9514371056119321
0.79750466,0.971077811165586,0.9559076612663937
0.72209376,0.9723479756444725,0.9569165034716041
0.60781604,0.9722441878854974,0.9557889739481337
0.6923403,0.969091016922347,0.9532965402646727
0.74735314,0.9698718962517792,0.9495974521789013
0.7702912,0.9700152222046496,0.9495578897394813
0.7497228,0.969941088091096,0.9506062943841117
0.59024435,0.971700537719437,0.9517536051272921
0.6186577,0.9694666297643524,0.9472434870334104
0.6961483,0.9685374822078128,0.9519118548849722
0.735177,0.9716115767831726,0.9548790378414733
0.71664304,0.9700893563182034,0.9496765770577413
0.7579477,0.9693430729084296,0.9467291753209502
0.5775177,0.9715967499604619,0.9546218819852432
0.65693897,0.9702079708998893,0.9501315451110716
0.71279085,0.9691997469555591,0.9490040155876012
0.7019277,0.970168432705994,0.9537712895377128
0.63811046,0.9708158706310296,0.9542262575910431
0.52211297,0.9714484817333544,0.9548790378414733
0.61171794,0.9679641783963309,0.9502700136490416
0.6272569,0.9697582239443302,0.9475402053290606
0.6669919,0.9705786414676577,0.948806203390501
0.7078695,0.9674748932468765,0.9483907977765909
0.52831113,0.9691849201328483,0.9491622653452811
0.5082181,0.9683101375929147,0.9468280814195004
0.57357806,0.9689971137118456,0.9523272604988824
0.658833,0.9679098133797248,0.9522481356200423
0.63821006,0.9685720781274711,0.9464324570253002
0.6694781,0.9682112921081765,0.9461753011690701
0.50378424,0.9699163767199115,0.9493798587620913
0.5876423,0.9684831171912067,0.94595770775226
0.56343627,0.9695407638779061,0.9501315451110716
0.57417905,0.9693924956507987,0.9484501414357209
0.575391,0.9694666297643524,0.948905109489051
0.44380218,0.9701980863514155,0.9492413902241212
0.5729766,0.9634074015498972,0.9435641801673491
0.50373024,0.9697532816700933,0.9504876070658517
0.548932,0.9695506484263798,0.9495974521789013
0.61747104,0.9660564605408825,0.9454236148200899
0.45664138,0.9683249644156255,0.9468676438589203
0.43774778,0.9670844535821603,0.9493600775423813
0.49020335,0.9690168828087933,0.9504876070658517
0.55214906,0.9671684722441879,0.948469922655431
0.53869814,0.9672080104380832,0.94577967677487
0.5873322,0.966931243080816,0.9437422111447392
0.44736856,0.9676528151194054,0.9455423021383499
0.57054436,0.9656462517792187,0.9439795857812593
0.49364412,0.9681173888976752,0.9465115819041402
0.51873875,0.9667483789340503,0.9413684647795383
0.5124356,0.9676626996678792,0.9478764860641307
0.38875306,0.969091016922347,0.948509485094851
0.45282292,0.9655474062944804,0.9434454928490891
0.43097365,0.9682557725763087,0.9475599865487706
0.48590314,0.9687648268227107,0.9476193302079006
0.5596029,0.9634222283726079,0.940418966233458
0.3917429,0.966600110706943,0.9436037426067692
0.37928873,0.9682014075597026,0.9490237968073112
0.44926885,0.9671536454214772,0.9453642711609598
0.46612644,0.9665506879645738,0.9456016457974799
0.5000783,0.9649741024829985,0.9463335509267501
0.4807485,0.9668472244187886,0.9435641801673491
0.4231962,0.966308516526965,0.9415860581963484
0.42571265,0.9669164162581053,0.9463335509267501
0.4251446,0.9666643602720227,0.9446323660316895
0.4815271,0.9662838051557805,0.9426542440606888
0.49403128,0.9644156254942274,0.9413486835598283
0.33690393,0.9685572513047604,0.9483314541174609
0.39120618,0.9628390400126522,0.9410717464838882
0.40533805,0.9668027439506564,0.9484303602160109
0.44885182,0.9643464336549107,0.9465709255632703
0.5271689,0.9646330855606516,0.9413684647795383
0.43026486,0.96426735726712,0.9412497774612782
0.35747018,0.9674057014075597,0.9463137697070402
0.432636,0.9673019136485845,0.9441773979783593
0.40004176,0.966135536928673,0.9430300872351789
0.41456205,0.9662442669618851,0.9451862401835697
0.45289335,0.967272260003163,0.9460368326311
0.34707975,0.9659378459591966,0.9442169604177794
0.3904034,0.9657352127154831,0.94568077067632
0.39242506,0.9648208919816543,0.940616778430558
0.49767613,0.9630367309821287,0.9372144086404368
0.44162628,0.962908231851969,0.9420410262496786
0.27108914,0.9661157678317255,0.9446521472513996
0.32939354,0.9630317887078919,0.9385397503610072
0.3610979,0.9657006167958248,0.9443752101754594
0.407241,0.9623546971374347,0.9436630862658991
0.3744649,0.9653348885022932,0.9426740252803988
0.44355574,0.9633728056302389,0.9391134057325975
0.3147899,0.9665655147872845,0.9435839613870591
0.38753784,0.9644304523169381,0.9402607164757779
0.35050577,0.9637484184722442,0.9402409352560679
0.3559225,0.9661948442195161,0.9447312721302396
0.36120236,0.9657105013442986,0.9445532411528494
0.26155004,0.9657401549897201,0.9440191482206793
0.29321623,0.9594387553376562,0.9375506893755069
0.3038313,0.9650383520480784,0.9446521472513996
0.35593292,0.9662689783330698,0.9435246177279291
0.4071852,0.9637434761980073,0.940517872332008
0.2506274,0.9653250039538194,0.9417640891737384
0.26714587,0.96132176182192,0.9396079362253477
0.3199169,0.9648208919816543,0.9453049275018298
0.3263605,0.96393128261901,0.9421201511285185
0.35658157,0.9651322552585798,0.9407948094079481
0.3602119,0.964272299541357,0.9395485925662176
0.31160325,0.9637731298434288,0.9399046545209978
0.29092,0.9647072196742053,0.9421399323482286
0.3158756,0.9648900838209711,0.9411113089233082
0.30357367,0.9636248616163213,0.9370165964433367
0.31617293,0.9652508698402656,0.943089430894309
